account,bank,sum,mean,median,std,max,min,in_sum,out_sum,in_mean,out_mean,in_median,out_median,in_std,out_std,in_max,out_max,in_min,out_min,count_in,count_out,count_days_in_bank,count_phone_changes,sum_spending,mean_spending,median_spending,std_spending,max_spending,min_spending,count_spending,is_sar
283,bank,-37710.88,-46.67188118811881,-172.38,829.3047304083979,2365.95,-2157.87,269795.63,-307506.51,719.4550133333333,-710.1766974595843,705.54,-672.92,425.07362612517574,421.3745054315999,2365.95,-1.54,7.45,-2157.87,375,433,275,0,125233.19,920.8322794117647,433.08500000000004,1747.2534082169868,7339.8,6.69,136,0
7325,bank,5863.0,195.43333333333334,161.9,922.1730482242823,1618.62,-1366.69,15032.650000000001,-9169.65,884.2735294117648,-705.3576923076923,981.32,-694.98,519.9124908931932,378.78256982411966,1618.62,-63.08,95.83,-1366.69,17,13,261,0,182610.82,1285.991690140845,508.855,2941.4734571318686,12481.36,7.56,142,0
9815,bank,4071.1600000000003,177.00695652173914,289.54,676.8324671615219,1374.76,-1540.49,8512.130000000001,-4440.97,532.0081250000001,-634.4242857142857,289.54,-444.54,395.5057247494444,429.441221156716,1374.76,-335.0,289.54,-1540.49,16,7,272,0,178114.21,1179.5643046357616,433.08,2804.8720476217827,12197.58,11.84,151,0
7950,bank,-8066.81,-336.11708333333337,-540.845,775.3092746066716,1560.87,-1549.06,4461.94,-12528.75,557.7425,-783.046875,454.71000000000004,-830.99,499.0621119016291,407.76974240730107,1560.87,-119.95,16.09,-1549.06,8,16,267,0,208657.75,1363.7761437908496,473.22,3509.256277408986,15289.34,0.16,153,0
9366,bank,2951.08,140.52761904761905,114.17,715.5353038313677,1437.62,-1140.73,7491.3,-4540.219999999999,499.42,-756.7033333333333,244.74,-718.3199999999999,456.98159254894654,332.85689103076515,1437.62,-324.96,114.17,-1140.73,15,6,257,0,249800.52000000002,1532.518527607362,515.68,4258.157395400794,19048.22,0.97,163,0
674,bank,-1735.5299999999988,-4.151985645933012,56.11,852.860412951042,1921.85,-1809.03,154749.15,-156484.68,733.4082938388625,-755.9646376811594,657.99,-764.41,410.50695222571636,418.8595176488048,1921.85,-8.72,36.78,-1809.03,211,207,275,0,197782.03,1364.014,500.11,3312.0801820042884,14135.02,3.58,145,0
1571,bank,-34575.54,-148.3928755364807,-344.15,880.2749029931163,2356.52,-2239.38,74748.41,-109323.95,778.6292708333334,-797.9850364963503,724.97,-908.92,456.44371134432174,380.3178978637169,2356.52,-1.48,19.49,-2239.38,96,137,275,0,212757.5,1355.1433121019109,438.88,3602.736768199296,15858.66,6.26,157,0
7288,bank,-655.3600000000004,-22.598620689655185,-46.77,964.450063547409,1537.99,-2239.27,11002.359999999999,-11657.720000000001,785.882857142857,-777.1813333333334,723.085,-810.48,428.1189533192951,653.0125656400568,1537.99,-46.77,229.59,-2239.27,14,15,274,0,72119.49,480.7966,417.725,371.04909169916914,1448.61,4.44,150,0
6440,bank,6045.66,215.91642857142855,473.025,906.682192441473,1692.9,-1521.26,14455.839999999998,-8410.18,803.1022222222222,-841.018,702.825,-883.78,456.9281170336837,375.5545976522958,1692.9,-324.28,23.01,-1521.26,18,10,267,0,242161.73,1593.1692763157896,390.04499999999996,4579.648034842694,19747.22,14.4,152,0
8399,bank,3360.36,224.024,283.85,846.1738138130115,1351.01,-998.96,7389.9400000000005,-4029.58,821.1044444444445,-671.5966666666667,839.91,-772.865,438.5641913993637,304.6537507181992,1351.01,-283.85,27.58,-998.96,9,6,270,0,306127.01999999996,1975.0130322580642,442.96,6011.93170964666,26070.92,3.14,155,0
3499,bank,-2535.3900000000003,-24.856764705882355,56.63,898.0040324538029,1800.73,-1793.01,38986.15000000001,-41521.54,749.733653846154,-830.4308,655.2950000000001,-810.675,460.80078700670146,377.1903938214541,1800.73,-60.86,3.86,-1793.01,52,50,270,0,118014.6,808.3191780821918,484.46500000000003,1254.9391598867455,5515.43,4.01,146,0
9592,bank,26590.809999999998,984.8448148148148,1737.57,972.0999704025791,1737.57,-1065.87,29787.719999999998,-3196.91,1418.462857142857,-532.8183333333333,1737.57,-413.02,561.045676626626,318.01472037732253,1737.57,-218.78,49.1,-1065.87,21,6,262,0,174230.15,1116.859935897436,453.515,2595.9714958414484,11481.89,2.33,156,0
3550,bank,6843.68,73.58795698924732,86.84,776.5326908311563,1513.8,-1521.58,34289.630000000005,-27445.95,699.7883673469389,-623.771590909091,693.29,-574.765,384.90664566958606,424.6216409000676,1513.8,-19.63,44.75,-1521.58,49,44,273,0,124479.17,835.4306711409396,433.05,1408.7570763388135,6201.72,1.85,149,0
9248,bank,818.3999999999997,40.91999999999999,-9.82,805.3452576968072,1697.1,-1275.81,6920.739999999999,-6102.34,692.0739999999998,-610.234,512.4449999999999,-645.05,513.7285527980706,403.8364396413754,1697.1,-84.95,65.31,-1275.81,10,10,269,0,235325.17,1470.7823125,493.735,3936.955505226865,17468.27,0.63,160,0
229,bank,-23745.29,-31.409113756613756,-42.885000000000005,839.8031330358501,2384.09,-2384.52,261046.63999999998,-284791.93,707.4434688346884,-735.8964599483204,688.93,-671.76,413.0866850763784,444.2356299151839,2384.09,-8.79,2.62,-2384.52,369,387,275,0,60771.13,456.9257894736842,420.46,356.10240258397096,1764.19,7.07,133,0
4678,bank,5540.009999999999,102.59277777777777,-98.83000000000001,937.601720328966,2155.17,-1501.17,24316.38,-18776.370000000003,935.2453846153846,-670.584642857143,913.6949999999999,-773.01,523.9268684939208,428.8267217392656,2155.17,-90.98,52.32,-1501.17,26,28,266,0,117497.31999999999,725.292098765432,438.25,1042.8100733481206,4759.19,8.37,162,0
6265,bank,993.48,26.14421052631579,294.3,794.9873153522523,1583.39,-1267.14,13450.189999999997,-12456.71,611.3722727272726,-778.544375,494.775,-918.025,410.20882025914347,361.0430248962719,1583.39,-33.32,48.98,-1267.14,22,16,272,0,228828.58,1485.8998701298701,422.69,4124.744859615777,17941.16,16.52,154,0
8585,bank,5517.18,367.812,754.22,931.5876533117306,1499.0,-1234.43,9609.43,-4092.25,1067.7144444444446,-682.0416666666666,1038.71,-652.105,282.22731893418427,313.31533338901033,1499.0,-382.42,754.22,-1234.43,9,6,270,0,374226.21,2511.5853020134227,442.54,8105.675946459383,34348.01,6.67,149,0
4750,bank,4542.42,76.99016949152542,51.16,881.7064876224334,1599.81,-1777.3,24651.64,-20109.22,795.2141935483871,-718.1864285714286,747.48,-724.4649999999999,451.37461981355125,442.28424353922986,1599.81,-15.99,21.76,-1777.3,31,28,274,0,203837.9,1315.0832258064515,444.71,3476.8504372512493,15221.84,8.42,155,0
3137,bank,-790.529999999999,-6.81491379310344,-93.89500000000001,787.7992439972262,1793.65,-1521.75,39695.82,-40486.35,708.8539285714286,-674.7724999999999,653.635,-679.775,418.32154955327053,326.65077281156067,1793.65,-8.81,32.23,-1521.75,56,60,275,0,100802.56999999999,1095.680108695652,482.345,1983.8813687295656,7025.24,2.43,92,0
6896,bank,3516.41,140.6564,328.99,1003.9720634845042,1561.25,-1858.33,13023.829999999998,-9507.42,930.2735714285712,-864.3109090909091,867.815,-826.82,418.2069305905344,455.94847562974803,1561.25,-247.62,209.23,-1858.33,14,11,261,0,239823.63,1567.474705882353,414.93,4420.21338271413,19145.13,0.63,153,0
9820,bank,-1077.5900000000001,-63.38764705882354,415.71,858.0486414863773,925.68,-1535.22,5957.219999999999,-7034.81,595.722,-1004.9728571428572,572.9300000000001,-1086.14,166.5172747661802,404.1603002817193,925.68,-469.18,357.69,-1535.22,10,7,244,0,236910.56000000003,1480.6910000000003,434.64,4133.863616221634,18308.08,3.58,160,0
9316,bank,2211.65,110.58250000000001,210.425,832.2172995512459,1464.27,-1062.06,8445.38,-6233.7300000000005,767.7618181818181,-692.6366666666668,917.93,-823.97,378.92894760939504,381.78447460576496,1464.27,-24.1,208.4,-1062.06,11,9,269,0,133078.96,826.5773913043478,441.14,1380.6170330514908,6297.19,16.95,161,0
6486,bank,512.59,17.67551724137931,199.66,945.2589729977487,1922.77,-1555.29,11519.010000000004,-11006.42,767.9340000000003,-786.1728571428572,613.44,-687.075,605.6374043907318,429.08898308695063,1922.77,-205.22,199.66,-1555.29,15,14,270,0,209406.5,1454.2118055555557,492.01,3830.345215679553,16193.82,4.9,144,0
7793,bank,7407.5,370.375,401.77,766.9452208565724,1431.73,-1302.87,10495.329999999998,-3087.83,874.6108333333332,-385.97875,813.5699999999999,-282.92,470.6806426569609,398.4502576030395,1431.73,-15.99,244.73,-1302.87,12,8,268,0,94734.59,662.4796503496503,504.98,712.7844869504393,3106.06,10.54,143,0
5584,bank,4739.42,152.88451612903225,391.89,922.2350811112416,1324.83,-2017.81,14858.83,-10119.410000000002,825.4905555555556,-778.416153846154,788.2,-633.87,365.30992169377015,564.8378435671968,1324.83,-3.87,373.07,-2017.81,18,13,274,0,208989.66,1266.604,471.38,3241.674189850242,14646.24,1.03,165,0
4625,bank,-309.1299999999999,-5.3298275862068945,-71.56,862.6999345028361,2015.06,-1659.56,21177.399999999994,-21486.529999999995,756.3357142857141,-716.2176666666666,693.615,-658.36,427.61348966551014,457.90638082234244,2015.06,-71.56,92.79,-1659.56,28,30,274,0,364795.94,4241.813255813953,549.675,10922.310257663112,35988.97,2.46,86,0
575,bank,7668.44,19.7640206185567,-44.075,871.7400997822053,2343.96,-1953.14,148808.3,-141139.86,791.5335106382978,-705.6992999999999,702.4649999999999,-663.85,476.2860721482089,415.9814204291114,2343.96,-12.33,43.64,-1953.14,188,200,274,0,107013.62999999999,732.9700684931506,498.7,946.3350601692364,4160.9,10.14,146,0
9958,bank,2613.4300000000003,118.79227272727275,181.10500000000002,836.2339557970138,1573.32,-1150.86,9149.369999999999,-6535.9400000000005,762.4474999999999,-653.594,786.7850000000001,-542.705,510.8044615225709,312.26563945176906,1573.32,-287.32,156.19,-1150.86,12,10,267,0,274171.34,1852.5090540540543,478.805,5385.841438798525,22906.09,20.45,148,0
4935,bank,3085.3600000000006,58.21433962264152,263.9,791.584376377551,1892.21,-1527.1,19521.240000000005,-16435.88,650.7080000000002,-714.6034782608696,595.1,-760.94,351.3493138567176,463.94588079379866,1892.21,-24.25,65.25,-1527.1,30,23,270,0,248886.68,1536.3375308641976,472.995,4410.14422866784,19620.57,3.17,162,0
8873,bank,11228.77,374.2923333333334,736.14,623.018843356384,1453.91,-975.87,15744.629999999997,-4515.86,715.6649999999998,-564.4825,736.14,-585.9449999999999,243.1449159256187,239.27013888967784,1453.91,-201.25,201.25,-975.87,22,8,268,0,297253.93,1823.6437423312882,399.98,5720.396197391161,25374.12,0.13,163,0
9384,bank,1303.5499999999997,65.17749999999998,300.74,744.1643255560314,1208.26,-1730.71,6838.24,-5534.69,526.0184615384616,-790.67,474.94,-796.5,311.52690993572696,494.81485446578904,1208.26,-245.38,69.47,-1730.71,13,7,245,0,107337.09,692.4973548387096,468.13,806.8204897018279,3676.66,20.37,155,0
8802,bank,6051.7699999999995,336.20944444444444,290.16499999999996,704.8297932832246,1859.18,-737.83,8637.3,-2585.53,785.2090909090908,-369.3614285714286,875.65,-274.56,496.79819845596353,214.02563393423782,1859.18,-148.16,26.55,-737.83,11,7,265,0,195761.99000000002,1331.714217687075,487.33,3330.21785043708,14263.12,6.26,147,0
8833,bank,4440.58,233.71473684210525,593.64,712.9717312486163,920.46,-1334.7,8456.16,-4015.58,704.68,-573.6542857142857,766.855,-483.06,215.28270327007863,485.71096123302056,920.46,-18.21,210.87,-1334.7,12,7,244,0,221241.03999999998,1569.085390070922,462.6,4119.866118483968,17230.32,8.83,141,0
5230,bank,6087.110000000001,103.1713559322034,260.2,789.3575546442762,1731.83,-1650.82,23414.25,-17327.14,668.9785714285714,-721.9641666666666,630.53,-691.0550000000001,378.00567753394813,403.0081450996576,1731.83,-23.06,20.59,-1650.82,35,24,274,0,210477.92,1451.5718620689656,441.14,3938.4744208426596,16667.27,14.36,145,0
4303,bank,36806.08,304.182479338843,601.88,667.4290371970654,1449.64,-2018.2,58940.200000000004,-22134.120000000003,613.9604166666667,-885.3648000000001,601.88,-757.54,186.9454159791409,480.7680765462699,1449.64,-333.01,25.25,-2018.2,96,25,274,0,296615.95,2118.6853571428574,481.61,6167.269335395289,25528.81,2.8,140,0
6041,bank,9341.92,233.548,391.82,919.2894891365413,1532.47,-1637.74,21455.92,-12114.0,893.9966666666666,-757.125,1041.89,-744.675,402.34389901595665,451.94637217262846,1532.47,-24.15,62.15,-1637.74,24,16,271,0,174631.65,1098.3122641509433,452.03,2608.268397231409,11635.35,7.07,159,0
1959,bank,-3025.9400000000005,-15.360101522842642,-133.87,834.6770093128839,1762.87,-1921.82,69899.52999999998,-72925.46999999999,743.6120212765956,-708.01427184466,687.485,-696.06,453.6413057457028,368.4621347337509,1762.87,-40.1,12.35,-1921.82,94,103,275,0,116901.64,795.2492517006802,466.19,1254.4577150842383,5545.93,0.6,147,0
2398,bank,-9396.15,-77.65413223140496,-217.06,867.6453792109514,1744.16,-2073.99,41789.94,-51186.08999999999,759.817090909091,-775.546818181818,673.4,-875.64,392.8915758251167,416.59989675820975,1744.16,-11.28,162.09,-2073.99,55,66,275,0,282926.9,1825.3348387096776,427.68,5423.311795062865,23552.2,24.7,155,0
9270,bank,-1210.6,-60.529999999999994,76.32,953.3304261322376,1491.84,-1922.75,6891.2699999999995,-8101.870000000001,689.127,-810.1870000000001,566.3199999999999,-554.7,469.98964192014085,670.009485986745,1491.84,-2.56,155.2,-1922.75,10,10,253,0,108778.08,720.3846357615894,439.33,1039.2329526939725,4621.74,4.9,151,0
4253,bank,6430.85,131.2418367346939,301.91,831.9823071678304,1819.04,-1460.35,20757.85,-14327.000000000002,768.8092592592592,-651.2272727272729,731.66,-641.04,437.72895982406845,425.3067409157751,1819.04,-9.93,35.59,-1460.35,27,22,273,0,201818.77,1310.5114935064935,513.31,3166.910602108945,13900.53,4.09,154,0
7049,bank,-14663.67,-418.962,-616.3,781.5585230121552,1136.97,-1614.41,6042.16,-20705.83,503.5133333333333,-900.2534782608697,412.71000000000004,-959.45,354.77583663576365,418.03320442942515,1136.97,-6.29,23.15,-1614.41,12,23,265,0,147419.45,1023.7461805555556,429.525,2147.23904394633,9201.26,5.75,144,0
7393,bank,-317.94000000000096,-10.598000000000033,50.405,960.3976355670388,1668.33,-1645.77,11582.52,-11900.46,772.168,-793.3639999999999,650.33,-698.92,565.2019805748333,527.4277680511603,1668.33,-21.99,122.8,-1645.77,15,15,263,0,192472.76,1202.95475,514.23,2799.7214527542765,12545.6,4.91,160,0
8817,bank,1524.71,95.294375,259.93,827.166066083216,1764.16,-1192.82,6250.780000000001,-4726.07,625.0780000000001,-787.6783333333333,541.88,-809.5550000000001,481.08298149533874,372.97085202019025,1764.16,-268.15,207.6,-1192.82,10,6,259,0,195036.66,1226.6456603773586,470.83,2973.3908588281324,13237.64,6.26,159,0
5353,bank,-2819.4499999999994,-49.46403508771929,73.62,910.7036572458285,1725.51,-1586.7,20937.639999999996,-23757.090000000004,697.9213333333332,-879.8922222222224,693.725,-929.47,469.9522594149276,423.51563637770244,1725.51,-16.01,17.12,-1586.7,30,27,273,0,151834.28,979.576,435.34,2218.3898575489625,9795.36,5.82,155,0
8994,bank,52.86000000000013,3.5240000000000085,488.14,890.3245823117384,862.26,-1870.37,5828.759999999999,-5775.9,647.6399999999999,-962.65,669.55,-913.38,203.33091433670387,535.1299650739061,862.26,-210.93,217.12,-1870.37,9,6,273,0,189101.98,1341.1487943262412,491.56,3263.225902631907,13724.95,4.44,141,0
5658,bank,7735.3,266.7344827586207,379.29,712.8184470696297,1437.65,-1087.79,13229.630000000001,-5494.33,778.2135294117647,-457.86083333333335,705.51,-404.08000000000004,358.82150233335335,359.19020358827703,1437.65,-25.39,379.29,-1087.79,17,12,273,0,271444.86000000004,1797.648079470199,442.97,5129.406657067817,22051.33,3.66,151,0
2732,bank,-596.0000000000001,-5.960000000000001,-132.965,844.4780076234051,1838.46,-1455.98,36884.84,-37480.840000000004,768.4341666666666,-720.7853846153847,718.585,-716.365,424.1227446570875,364.9104592908364,1838.46,-4.99,142.87,-1455.98,48,52,273,0,251417.12,1745.9522222222222,393.27,5065.0690897100585,21250.98,15.23,144,0
7170,bank,6329.810000000001,171.075945945946,367.28,917.2053602215914,1342.15,-2115.44,18461.12,-12131.310000000001,839.1418181818182,-808.7540000000001,981.3,-702.19,321.0700677813306,527.859113221917,1342.15,-131.94,169.81,-2115.44,22,15,267,0,216971.6,1527.969014084507,539.81,3766.1589288552586,15897.25,1.5,142,0
1756,bank,-5352.759999999998,-25.6112918660287,-84.82,888.3618611050969,2158.64,-1905.51,78431.73,-83784.48999999999,776.5517821782178,-775.7823148148148,750.8,-772.935,465.32156568419657,395.4259913306474,2158.64,-2.77,21.84,-1905.51,101,108,275,0,413702.62,2635.048535031847,469.03,8926.88743539497,38698.99,3.14,157,0
9824,bank,6026.86,286.99333333333334,331.73,614.072352832574,1275.83,-822.1,9069.760000000002,-3042.9000000000005,647.8400000000001,-434.7000000000001,671.565,-450.41,352.2529727995973,276.8259813793978,1275.83,-70.37,198.03,-822.1,14,7,262,0,133248.6,865.2506493506494,472.095,1464.4473766068058,6544.89,4.44,154,0
1709,bank,-5062.75,-23.994075829383885,-156.99,907.0385104191045,2043.27,-1800.62,80988.70999999999,-86051.46000000002,778.7375961538461,-804.2192523364488,741.5450000000001,-742.91,458.0951228761373,423.4246577981864,2043.27,-34.6,38.98,-1800.62,104,107,275,0,311391.81,2075.9454,467.59000000000003,6257.83437744521,26724.07,1.9,150,0
9716,bank,-2376.1499999999996,-132.00833333333333,28.44,834.2913687622428,1147.05,-1777.3,5076.7699999999995,-7452.92,564.0855555555555,-828.1022222222223,610.25,-825.15,387.6919137056869,488.42024650340244,1147.05,-54.48,111.36,-1777.3,9,9,269,0,105817.27,700.7766225165564,466.71,889.2282072298333,3970.67,1.42,151,0
6071,bank,3061.45,127.56041666666665,7.560000000000002,796.354478977029,1456.01,-1314.96,9994.16,-6932.710000000001,832.8466666666667,-577.7258333333334,788.46,-572.73,376.56834375070815,314.5011826963839,1456.01,-168.95,184.07,-1314.96,12,12,242,0,109289.82,753.7228965517241,437.99,1164.3930457532356,5116.68,1.06,145,0
8008,bank,-2516.84,-157.3025,-494.835,872.9912287111863,1098.62,-1458.26,5216.599999999999,-7733.4400000000005,745.2285714285714,-859.2711111111112,714.4,-730.02,245.60891945180998,341.5016672889184,1098.62,-275.27,417.61,-1458.26,7,9,268,0,103968.42,626.3157831325301,383.78999999999996,817.01147485376,3710.95,0.17,166,0
5811,bank,4484.580000000001,172.48384615384617,349.455,847.862645683023,1400.17,-1255.07,12049.820000000002,-7565.24,860.7014285714287,-630.4366666666666,931.6949999999999,-604.1949999999999,317.7907478165502,456.4397607438234,1400.17,-82.73,225.66,-1255.07,14,12,228,0,74310.98,473.31834394904456,391.34,320.0526601419001,1607.83,3.67,157,0
998,bank,-5997.32,-14.808197530864197,-58.94,828.1910322701126,2222.78,-1908.33,140859.34,-146856.65999999997,726.0790721649485,-696.0031279620852,721.15,-697.27,426.66133459514805,422.9778344656099,2222.78,-7.5,3.77,-1908.33,194,211,275,0,139930.65,1013.9902173913043,396.615,2169.530906683783,9104.82,19.94,138,0
9775,bank,8903.42,370.97583333333336,558.5450000000001,991.7477916982753,1412.89,-1296.17,15710.0,-6806.58,1047.3333333333333,-756.2866666666666,1150.82,-881.94,432.0154886718542,462.42061848494603,1412.89,-153.51,270.39,-1296.17,15,9,256,0,351933.27,2145.9345731707317,475.32,6678.492124816133,29736.59,4.02,164,0
3750,bank,-5348.88,-74.29,200.5,816.7981938737947,1548.88,-1692.98,21637.640000000003,-26986.52,515.1819047619049,-899.5506666666666,200.5,-867.16,438.31123253575777,392.4208246427977,1548.88,-197.22,26.64,-1692.98,42,30,272,0,202706.29,1351.3752666666667,433.96500000000003,3573.9549469268186,15384.21,4.45,150,0
8721,bank,375.51000000000033,22.088823529411783,324.34,822.5443134862276,1423.92,-1252.64,6322.92,-5947.41,632.292,-849.63,533.12,-888.75,376.72288190540155,290.1867438392043,1423.92,-415.78,189.89,-1252.64,10,7,268,0,300235.32,1864.8156521739131,418.9,5824.893690800476,25692.23,3.2,161,0
4107,bank,2376.29,44.00537037037037,-49.75,816.0939351632491,1451.84,-1486.95,19957.679999999997,-17581.39,767.6030769230767,-627.9067857142857,774.635,-616.5050000000001,468.7595925228132,362.6355918064873,1451.84,-20.66,24.08,-1486.95,26,28,274,0,668631.5599999999,4428.02357615894,429.04,15760.309257953466,66807.89,15.25,151,0
2094,bank,-4539.750000000001,-20.729452054794525,-158.8,826.6010295243452,1794.02,-1786.27,77121.37999999999,-81661.13,748.7512621359223,-703.9752586206897,753.1,-615.445,382.19495093595935,405.5615099597126,1794.02,-46.91,92.79,-1786.27,103,116,274,0,210412.33000000002,1431.3763945578232,446.15,3772.3818473872952,16090.27,1.41,147,0
8647,bank,1881.8999999999996,85.54090909090907,457.335,877.1344086062518,1228.85,-1725.05,9373.460000000001,-7491.5599999999995,781.1216666666668,-749.156,767.55,-694.645,279.63956908307824,529.4964722618818,1228.85,-17.03,369.24,-1725.05,12,10,266,0,91292.56,581.4812738853503,384.06,655.4665727670888,2921.21,13.58,157,0
558,bank,-26773.0,-59.89485458612975,-143.76,821.9780218887147,2341.03,-1893.22,149076.67,-175849.67,696.6199532710281,-754.7196137339056,662.165,-762.75,383.7315604335507,388.4723919597587,2341.03,-15.99,18.31,-1893.22,214,233,275,0,208627.3,1345.9825806451613,523.06,3320.0459387638575,14612.31,4.9,155,0
935,bank,-48987.47,-114.99406103286385,-222.18,833.9444072450118,2016.65,-1970.41,131648.87,-180636.33999999997,692.8887894736841,-765.4082203389829,645.7049999999999,-682.265,406.09408992116255,415.43695817650473,2016.65,-7.58,3.85,-1970.41,190,236,274,0,248426.69,1592.478782051282,428.63,4592.003344164983,20052.9,1.47,156,0
8753,bank,101.61000000000013,5.645000000000007,250.69,893.9091109032743,1383.11,-1206.28,7071.0199999999995,-6969.41,707.102,-871.17625,645.375,-1094.375,385.7241052531373,409.57442076022204,1383.11,-77.83,143.69,-1206.28,10,8,273,0,176317.79,1215.9847586206897,382.75,3042.9769127394625,12935.49,10.55,145,0
635,bank,-25344.27,-62.88900744416873,-56.59,844.8103837569058,1540.44,-1971.62,137005.2,-162349.47000000003,699.0061224489797,-784.2969565217393,685.8199999999999,-741.29,388.0639952911089,418.27016381842526,1540.44,-8.89,1.41,-1971.62,196,207,274,0,213859.37999999998,1495.5201398601396,424.56,3996.6166702589244,16817.94,1.93,143,0
9695,bank,992.6599999999995,49.632999999999974,159.235,845.5311056875809,1435.8,-1503.94,7438.06,-6445.4,619.8383333333334,-805.675,745.87,-843.9850000000001,414.89127640061713,525.904393076482,1435.8,-112.37,96.87,-1503.94,12,8,263,0,181282.12,1200.5438410596025,422.88,3034.4537958193537,13146.65,5.77,151,0
1270,bank,11067.210000000001,60.47655737704918,200.55,828.1342045825793,1954.0,-1810.62,71343.43000000001,-60276.22,735.4992783505155,-700.8862790697675,672.89,-637.95,400.0324355527505,425.69995291366627,1954.0,-8.89,1.48,-1810.62,97,86,274,0,256981.69,1668.7122727272726,488.46000000000004,4539.063546777068,19770.9,4.06,154,0
3179,bank,-4720.57,-44.117476635514016,-102.74,793.4860707104423,1511.13,-1856.98,34467.560000000005,-39188.13,662.8376923076924,-712.5114545454545,617.37,-617.88,325.3287123583871,446.8372017297765,1511.13,-97.93,62.15,-1856.98,52,55,273,0,196338.02,1317.704832214765,425.51,3518.01912562073,15094.41,4.5,149,0
9471,bank,2472.71,137.37277777777777,209.23,805.6289717379799,1473.01,-1473.01,7290.78,-4818.07,662.7981818181818,-688.2957142857142,500.8,-682.82,446.39918543425193,453.1436003761994,1473.01,-133.72,209.23,-1473.01,11,7,260,0,281044.08999999997,1898.9465540540539,383.185,5821.329145835572,24665.19,2.3,148,0
5739,bank,-887.93,-29.597666666666665,78.775,880.1271940157809,1365.01,-1489.19,10790.28,-11678.210000000001,674.3925,-834.1578571428572,683.66,-856.175,399.1730823673694,486.9000315051031,1365.01,-150.03,41.43,-1489.19,16,14,274,0,185106.58000000002,1201.9907792207794,424.15,3036.5198038924045,13291.84,5.32,154,0
8958,bank,4498.32,281.145,184.95,885.8760157268059,1952.87,-1336.25,7989.71,-3491.39,798.971,-581.8983333333333,706.915,-491.195,613.6609030229063,496.3722311901288,1952.87,-120.93,120.93,-1336.25,10,6,208,0,152982.34,1033.6644594594595,489.44,2086.5528251908586,9105.14,12.72,148,0
6904,bank,5601.830000000001,180.7041935483871,513.24,823.7302870550698,2039.23,-1346.56,13949.74,-8347.91,734.1968421052632,-695.6591666666667,624.45,-792.1700000000001,428.9829782436676,427.1035062425699,2039.23,-26.62,38.96,-1346.56,19,12,270,0,173974.61000000002,1080.5876397515528,467.61,2485.1913480169183,11175.7,1.47,161,0
187,bank,-14701.939999999999,-18.82450704225352,-70.44,862.1015316766046,1973.72,-2237.98,286060.11,-300762.05000000005,758.7801326259946,-744.4605198019804,748.54,-697.725,414.5986636216331,429.6516122859632,1973.72,-11.21,2.71,-2237.98,377,404,275,0,142810.67,978.1552739726028,465.745,1952.457344397036,8475.2,0.54,146,0
2403,bank,-858.4699999999993,-9.132659574468079,-30.335,853.2110650129852,1458.25,-1892.44,33713.740000000005,-34572.21000000001,732.9073913043479,-720.2543750000001,690.04,-628.5899999999999,412.1654208981566,471.63181256689313,1458.25,-20.59,54.5,-1892.44,46,48,272,0,209179.07,1385.2918543046358,477.42,3534.6492814006137,15319.94,0.63,151,0
8805,bank,238.71000000000038,10.850454545454562,170.65,922.2502874025408,1663.48,-1725.5,7362.789999999999,-7124.08,490.8526666666666,-1017.7257142857143,170.65,-1423.84,511.0381025697547,746.4810616900504,1663.48,-113.28,26.55,-1725.5,15,7,262,0,108324.7,698.8690322580645,378.94,1210.2712357184641,5419.34,6.61,155,0
3018,bank,17117.11,159.9729906542056,245.48,818.1104251966843,1936.37,-1424.04,47672.979999999996,-30555.87,836.3680701754386,-611.1174,915.28,-597.815,421.8703067905662,324.90541270866476,1936.37,-19.41,94.97,-1424.04,57,50,270,0,154040.08000000002,1184.9236923076924,483.98,2475.582251985884,10145.94,32.32,130,0
815,bank,-11942.33,-31.34469816272966,-57.74,833.9764868471545,1848.54,-1908.1,133787.13999999998,-145729.46999999997,719.2856989247312,-747.3306153846153,663.545,-723.35,403.98788029023933,388.8808021913931,1848.54,-2.62,8.87,-1908.1,186,195,275,0,216109.11000000002,1367.77917721519,422.83500000000004,3635.7249610777467,16053.34,0.62,158,0
170,bank,-1025.8000000000002,-1.3001267427122942,-33.3,823.9296177765897,2106.88,-2013.2,281163.2,-282189.0,720.9312820512821,-707.2406015037594,666.02,-679.54,419.41468608312726,401.75395948446646,2106.88,-1.33,14.73,-2013.2,390,399,274,0,90926.43,1045.1313793103448,401.9,1768.4250021135758,6133.91,20.9,87,0
8377,bank,-96.42999999999984,-5.672352941176461,98.71,997.0056428158357,1328.93,-1445.77,7127.22,-7223.65,791.9133333333334,-902.95625,1160.27,-978.0550000000001,566.2018987737501,409.42709617699774,1328.93,-255.86,98.71,-1445.77,9,8,251,0,253378.22,1712.015,442.05,4956.235394366586,21088.14,1.49,148,0
2899,bank,2336.9300000000007,21.053423423423432,23.06,721.3037388084734,1477.52,-1579.7,35786.2,-33449.27,639.0392857142857,-608.1685454545454,637.97,-565.41,345.27191784214017,372.96657722572775,1477.52,-7.51,23.06,-1579.7,56,55,272,0,259707.69,1803.525625,483.03499999999997,5030.628538325643,21164.11,0.17,144,0
